route,global_id,split,taxonomy_id,domain_l1_en,domain_l1_zh,domain_l2_en,domain_l2_zh,domain_path_en,domain_path_zh
route4,3000008,toe,30024,Market Research,市场调研,User Needs Research,用户需求调研,Market Research > User Needs Research,市场调研->用户需求调研
route4,3000009,tob,20150,Pet Services,宠物行业,Pet Nutritionist,宠物营养师,Pet Services > Pet Nutritionist,宠物行业->宠物营养师
route4,3000010,toc,10050,Business,商务,Customer Management,客户管理,Business > Customer Management,商务->客户管理
route4,3000011,tob,20129,Consulting,咨询行业,HR Consultant,人力资源顾问,Consulting > HR Consultant,咨询行业->人力资源顾问
route4,3000012,tob,20106,Energy,能源行业,Power Engineer,电力工程师,Energy > Power Engineer,能源行业->电力工程师
route4,3000013,tob,20000,Finance,金融,Investment Advisor,投资顾问,Finance > Investment Advisor,金融->投资顾问
route4,3000014,tob,20092,Media,传媒行业,Director/Producer,编导,Media > Director/Producer,传媒行业->编导
route4,3000015,tob,20141,Telecom,电信行业,Network Engineer,网络工程师,Telecom > Network Engineer,电信行业->网络工程师
route4,3000016,toc,10046,Productivity,效率,Email Handling,邮件处理,Productivity > Email Handling,效率->邮件处理
route4,3000017,toc,10077,Weather,天气,Weather Forecast,天气预报,Weather > Weather Forecast,天气->天气预报
route4,3000018,toc,10077,Weather,天气,Weather Forecast,天气预报,Weather > Weather Forecast,天气->天气预报
route4,3000020,tob,20016,Construction,建筑行业,Structural Engineer,结构工程师,Construction > Structural Engineer,建筑行业->结构工程师
route4,3000021,tob,20004,Finance,金融,Trader,交易员,Finance > Trader,金融->交易员
route4,3000022,tob,20138,Insurance,保险行业,Underwriter,核保专员,Insurance > Underwriter,保险行业->核保专员
route4,3000024,toc,10041,Productivity,效率,Task Management,任务管理,Productivity > Task Management,效率->任务管理
route4,3000025,toe,30058,Procurement & Reconciliation,采购与对账,Invoice & Payment Follow-up,发票与付款跟进,Procurement & Reconciliation > Invoice & Payment Follow-up,采购与对账->发票与付款跟进
route4,3000026,tob,20093,Media,传媒行业,New Media Operations,新媒体运营,Media > New Media Operations,传媒行业->新媒体运营
route4,3000027,tob,20093,Media,传媒行业,New Media Operations,新媒体运营,Media > New Media Operations,传媒行业->新媒体运营
route4,3000029,toc,10020,Travel,旅行,Itinerary Planning,行程规划,Travel > Itinerary Planning,旅行->行程规划
route4,3000030,toc,10085,Sports,体育,Sports Event News,赛事资讯,Sports > Sports Event News,体育->赛事资讯
route4,3000031,toc,10065,Books,图书,Reading Notes,读书笔记,Books > Reading Notes,图书->读书笔记
route4,3000032,toc,10065,Books,图书,Reading Notes,读书笔记,Books > Reading Notes,图书->读书笔记
route4,3000033,tob,20074,Retail,零售行业,E-commerce Operations,电商运营,Retail > E-commerce Operations,零售行业->电商运营
route4,3000034,toc,10026,Shopping,购物,General E-commerce,综合电商,Shopping > General E-commerce,购物->综合电商
route4,3000036,tob,20008,Healthcare,医疗健康,Medical Researcher,医学研究员,Healthcare > Medical Researcher,医疗健康->医学研究员
route4,3000037,toc,10022,Shopping,购物,Secondhand Trading,二手交易,Shopping > Secondhand Trading,购物->二手交易
route4,3000038,toe,30050,Sales Support,销售支持,Sales Lead Follow-up Support,商机跟进支持,Sales Support > Sales Lead Follow-up Support,销售支持->商机跟进支持
route4,3000039,tob,20014,IT & Internet,IT互联网,Ops Engineer,运维工程师,IT & Internet > Ops Engineer,IT互联网->运维工程师
route4,3000040,toe,30041,Administrative Affairs,行政事务,Office Supplies Management,办公用品管理,Administrative Affairs > Office Supplies Management,行政事务->办公用品管理
route4,3000041,toc,10092,Public Service,公共服务,City Services,城市服务,Public Service > City Services,公共服务->城市服务
route4,3000042,tob,20102,Gaming,游戏行业,Game Artist,游戏美术,Gaming > Game Artist,游戏行业->游戏美术
route4,3000043,tob,20102,Gaming,游戏行业,Game Artist,游戏美术,Gaming > Game Artist,游戏行业->游戏美术
route4,3000045,tob,20099,Logistics,物流行业,Supply Chain Manager,供应链经理,Logistics > Supply Chain Manager,物流行业->供应链经理
route4,3000046,tob,20099,Logistics,物流行业,Supply Chain Manager,供应链经理,Logistics > Supply Chain Manager,物流行业->供应链经理
route4,3000047,toc,10026,Shopping,购物,General E-commerce,综合电商,Shopping > General E-commerce,购物->综合电商
route4,3000048,tob,20046,Sports Industry,体育行业,Sports Analyst,体育分析师,Sports Industry > Sports Analyst,体育行业->体育分析师
route4,3000049,tob,20046,Sports Industry,体育行业,Sports Analyst,体育分析师,Sports Industry > Sports Analyst,体育行业->体育分析师
route4,3000050,toe,30026,Competitor Analysis,竞品分析,Competitor Pricing Analysis,竞品定价分析,Competitor Analysis > Competitor Pricing Analysis,竞品分析->竞品定价分析
route4,3000051,toe,30026,Competitor Analysis,竞品分析,Competitor Pricing Analysis,竞品定价分析,Competitor Analysis > Competitor Pricing Analysis,竞品分析->竞品定价分析
route4,3000052,tob,20012,IT & Internet,IT互联网,Product Manager,产品经理,IT & Internet > Product Manager,IT互联网->产品经理
route4,3000053,tob,20035,Publishing,出版行业,Editor,编辑,Publishing > Editor,出版行业->编辑
route4,3000054,tob,20035,Publishing,出版行业,Editor,编辑,Publishing > Editor,出版行业->编辑
route4,3000055,tob,20154,Security,安全行业,Production Safety,生产安全,Security > Production Safety,安全行业->生产安全
route4,3000056,tob,20127,Consulting,咨询行业,Financial Consultant,财务顾问,Consulting > Financial Consultant,咨询行业->财务顾问
route4,3000057,toc,10059,Entertainment,娱乐,Live Streaming Interaction,直播互动,Entertainment > Live Streaming Interaction,娱乐->直播互动
route4,3000058,toc,10059,Entertainment,娱乐,Live Streaming Interaction,直播互动,Entertainment > Live Streaming Interaction,娱乐->直播互动
route4,3000059,toe,30055,Customer Service,客户服务,FAQ & Reply Template Maintenance,FAQ与回复模板维护,Customer Service > FAQ & Reply Template Maintenance,客户服务->FAQ与回复模板维护
route4,3000060,toe,30055,Customer Service,客户服务,FAQ & Reply Template Maintenance,FAQ与回复模板维护,Customer Service > FAQ & Reply Template Maintenance,客户服务->FAQ与回复模板维护
route4,3000061,tob,20019,Construction,建筑行业,Construction Site Manager,施工管理员,Construction > Construction Site Manager,建筑行业->施工管理员
route4,3000062,toe,30025,Competitor Analysis,竞品分析,Competitor Feature Comparison,竞品功能对比,Competitor Analysis > Competitor Feature Comparison,竞品分析->竞品功能对比
route4,3000063,tob,20178,Government & Public Sector,政务与公共事业,Government Service Operations Specialist,政务服务运营专员,Government & Public Sector > Government Service Operations Specialist,政务与公共事业->政务服务运营专员
route4,3000064,toc,10098,Smart Devices,智能设备,Smart Home,智能家居,Smart Devices > Smart Home,智能设备->智能家居
route4,3000065,toc,10047,Business,商务,Office Collaboration,办公协作,Business > Office Collaboration,商务->办公协作
route4,3000066,toc,10034,Education,教育,K12 Education,K12教育,Education > K12 Education,教育->K12教育
route4,3000067,tob,20121,Design,设计行业,Graphic Designer,平面设计师,Design > Graphic Designer,设计行业->平面设计师
route4,3000068,tob,20121,Design,设计行业,Graphic Designer,平面设计师,Design > Graphic Designer,设计行业->平面设计师
route4,3000069,toc,10067,Music,音乐,Music Creation,音乐创作,Music > Music Creation,音乐->音乐创作
route4,3000070,toc,10027,Shopping,购物,Cross-border E-commerce,跨境电商,Shopping > Cross-border E-commerce,购物->跨境电商
route4,3000071,toc,10027,Shopping,购物,Cross-border E-commerce,跨境电商,Shopping > Cross-border E-commerce,购物->跨境电商
route4,3000072,tob,20006,Healthcare,医疗健康,Medical Imaging Technician,医学影像技师,Healthcare > Medical Imaging Technician,医疗健康->医学影像技师
route4,3000073,tob,20006,Healthcare,医疗健康,Medical Imaging Technician,医学影像技师,Healthcare > Medical Imaging Technician,医疗健康->医学影像技师
route4,3000074,tob,20009,Healthcare,医疗健康,Health Manager,健康管理师,Healthcare > Health Manager,医疗健康->健康管理师
route4,3000075,tob,20104,Gaming,游戏行业,Game Operations,游戏运营,Gaming > Game Operations,游戏行业->游戏运营
route4,3000076,toe,30050,Sales Support,销售支持,Sales Lead Follow-up Support,商机跟进支持,Sales Support > Sales Lead Follow-up Support,销售支持->商机跟进支持
route4,3000077,toe,30042,Administrative Affairs,行政事务,Fixed Asset Management,固定资产管理,Administrative Affairs > Fixed Asset Management,行政事务->固定资产管理
route4,3000078,tob,20135,Automotive,汽车行业,Vehicle Testing,汽车测试,Automotive > Vehicle Testing,汽车行业->汽车测试
route4,3000079,toc,10055,Finance,财务,Investment & Wealth Management,投资理财,Finance > Investment & Wealth Management,财务->投资理财
route4,3000080,tob,20136,Insurance,保险行业,Insurance Sales,保险销售,Insurance > Insurance Sales,保险行业->保险销售
route4,3000081,tob,20136,Insurance,保险行业,Insurance Sales,保险销售,Insurance > Insurance Sales,保险行业->保险销售
route4,3000082,tob,20111,Real Estate,房地产行业,Real Estate Sales,房地产销售,Real Estate > Real Estate Sales,房地产行业->房地产销售
route4,3000084,tob,20112,Real Estate,房地产行业,Property Appraiser,房产评估,Real Estate > Property Appraiser,房地产行业->房产评估
route4,3000085,tob,20112,Real Estate,房地产行业,Property Appraiser,房产评估,Real Estate > Property Appraiser,房地产行业->房产评估
route4,3000086,toc,10040,Productivity,效率,Cloud Storage,云存储,Productivity > Cloud Storage,效率->云存储
route4,3000087,toc,10040,Productivity,效率,Cloud Storage,云存储,Productivity > Cloud Storage,效率->云存储
route4,3000088,tob,20097,Logistics,物流行业,Warehouse Manager,仓储管理员,Logistics > Warehouse Manager,物流行业->仓储管理员
route4,3000089,toc,10093,Public Service,公共服务,Government Services,政务办事,Public Service > Government Services,公共服务->政务办事
route4,3000090,tob,20082,Human Resources,人力资源,Training Specialist,培训专员,Human Resources > Training Specialist,人力资源->培训专员
route4,3000091,tob,20082,Human Resources,人力资源,Training Specialist,培训专员,Human Resources > Training Specialist,人力资源->培训专员
route4,3000092,toc,10041,Productivity,效率,Task Management,任务管理,Productivity > Task Management,效率->任务管理
route4,3000093,toc,10057,Finance,财务,Bookkeeping & Budgeting,记账理财,Finance > Bookkeeping & Budgeting,财务->记账理财
route4,3000094,tob,20044,Aviation,航空行业,Maintenance Engineer,维修工程师,Aviation > Maintenance Engineer,航空行业->维修工程师
route4,3000096,toc,10088,Medical,医疗,Medical Services,医疗服务,Medical > Medical Services,医疗->医疗服务
route4,3000097,tob,20005,Healthcare,医疗健康,Clinical Physician,临床医生,Healthcare > Clinical Physician,医疗健康->临床医生
route4,3000098,toc,10015,Food,美食,Dining Reviews,餐饮评价,Food > Dining Reviews,美食->餐饮评价
route4,3000099,toc,10015,Food,美食,Dining Reviews,餐饮评价,Food > Dining Reviews,美食->餐饮评价
route4,3000100,toe,30028,Report Writing,报告撰写,Special Report Writing,专项报告撰写,Report Writing > Special Report Writing,报告撰写->专项报告撰写
route4,3000101,toe,30028,Report Writing,报告撰写,Special Report Writing,专项报告撰写,Report Writing > Special Report Writing,报告撰写->专项报告撰写
route4,3000102,tob,20074,Retail,零售行业,E-commerce Operations,电商运营,Retail > E-commerce Operations,零售行业->电商运营
route4,3000103,toc,10081,Tools,工具,Lifestyle Tools,生活工具,Tools > Lifestyle Tools,工具->生活工具
route4,3000104,toe,30022,HR Operations,人事相关,Employee Records Management,员工档案管理,HR Operations > Employee Records Management,人事相关->员工档案管理
route4,3000105,toe,30022,HR Operations,人事相关,Employee Records Management,员工档案管理,HR Operations > Employee Records Management,人事相关->员工档案管理
route4,3000106,toc,10081,Tools,工具,Lifestyle Tools,生活工具,Tools > Lifestyle Tools,工具->生活工具
route4,3000107,tob,20148,Pet Services,宠物行业,Pet Store Manager,宠物店店长,Pet Services > Pet Store Manager,宠物行业->宠物店店长
route4,3000108,tob,20148,Pet Services,宠物行业,Pet Store Manager,宠物店店长,Pet Services > Pet Store Manager,宠物行业->宠物店店长
route4,3000109,tob,20133,Automotive,汽车行业,Auto Sales,汽车销售,Automotive > Auto Sales,汽车行业->汽车销售
route4,3000110,toc,10032,Health,健康,Fitness & Exercise,运动健身,Health > Fitness & Exercise,健康->运动健身
route4,3000111,tob,20114,Real Estate,房地产行业,Land Development,土地开发,Real Estate > Land Development,房地产行业->土地开发
route4,3000112,tob,20010,IT & Internet,IT互联网,Software Engineer,软件工程师,IT & Internet > Software Engineer,IT互联网->软件工程师
route4,3000113,toc,10057,Finance,财务,Bookkeeping & Budgeting,记账理财,Finance > Bookkeeping & Budgeting,财务->记账理财
route4,3000114,toc,10058,Finance,财务,Banking Services,银行服务,Finance > Banking Services,财务->银行服务
route4,3000115,toc,10005,Lifestyle,生活,Pet Services,宠物服务,Lifestyle > Pet Services,生活->宠物服务
route4,3000116,tob,20178,Government & Public Sector,政务与公共事业,Government Service Operations Specialist,政务服务运营专员,Government & Public Sector > Government Service Operations Specialist,政务与公共事业->政务服务运营专员
route4,3000117,tob,20042,Aviation,航空行业,Ground Staff,地勤人员,Aviation > Ground Staff,航空行业->地勤人员
route4,3000120,tob,20079,Legal Services,法律行业,Compliance Specialist,合规专员,Legal Services > Compliance Specialist,法律行业->合规专员
route4,3000121,tob,20079,Legal Services,法律行业,Compliance Specialist,合规专员,Legal Services > Compliance Specialist,法律行业->合规专员
route4,3000122,toc,10072,Navigation,导航,Location Services,位置服务,Navigation > Location Services,导航->位置服务
route4,3000123,toe,30014,Project Management,项目管理,Project Progress Tracking,项目进度跟踪,Project Management > Project Progress Tracking,项目管理->项目进度跟踪
route4,3000124,toe,30014,Project Management,项目管理,Project Progress Tracking,项目进度跟踪,Project Management > Project Progress Tracking,项目管理->项目进度跟踪
route4,3000125,toc,10007,Lifestyle,生活,Auto Services,汽车服务,Lifestyle > Auto Services,生活->汽车服务
route4,3000126,tob,20030,Hospitality,酒店行业,Hotel Manager,酒店经理,Hospitality > Hotel Manager,酒店行业->酒店经理
route4,3000128,toe,30001,Email Communication,邮件沟通,Meeting Minutes Emails,会议纪要邮件,Email Communication > Meeting Minutes Emails,邮件沟通->会议纪要邮件
route4,3000130,tob,20100,Logistics,物流行业,Delivery Courier,快递员,Logistics > Delivery Courier,物流行业->快递员
route4,3000131,tob,20100,Logistics,物流行业,Delivery Courier,快递员,Logistics > Delivery Courier,物流行业->快递员
route4,3000132,tob,20140,Insurance,保险行业,Insurance Customer Service,保险客服,Insurance > Insurance Customer Service,保险行业->保险客服
route4,3000133,tob,20108,Energy,能源行业,New Energy Specialist,新能源专员,Energy > New Energy Specialist,能源行业->新能源专员
route4,3000134,tob,20113,Real Estate,房地产行业,Property Management,物业管理,Real Estate > Property Management,房地产行业->物业管理
route4,3000135,tob,20113,Real Estate,房地产行业,Property Management,物业管理,Real Estate > Property Management,房地产行业->物业管理
route4,3000136,toe,30012,Customer Management,客户管理,Customer Information Maintenance,客户信息维护,Customer Management > Customer Information Maintenance,客户管理->客户信息维护
route4,3000138,toc,10042,Productivity,效率,Document Processing,文档处理,Productivity > Document Processing,效率->文档处理
route4,3000139,tob,20126,Consulting,咨询行业,Management Consultant,管理顾问,Consulting > Management Consultant,咨询行业->管理顾问
route4,3000140,toc,10086,Sports,体育,Sports Data Tracking,运动数据,Sports > Sports Data Tracking,体育->运动数据
route4,3000141,tob,20159,Research,科研行业,Data Analyst,数据分析师,Research > Data Analyst,科研行业->数据分析师
route4,3000142,toc,10051,Business,商务,Job Search & Recruiting,求职招聘,Business > Job Search & Recruiting,商务->求职招聘
route4,3000144,toc,10092,Public Service,公共服务,City Services,城市服务,Public Service > City Services,公共服务->城市服务
route4,3000145,toc,10003,Social,社交,Social Networking,社交网络,Social > Social Networking,社交->社交网络
route4,3000146,tob,20132,Automotive,汽车行业,Automotive Engineering,汽车工程,Automotive > Automotive Engineering,汽车行业->汽车工程
route4,3000147,tob,20132,Automotive,汽车行业,Automotive Engineering,汽车工程,Automotive > Automotive Engineering,汽车行业->汽车工程
route4,3000148,toc,10054,Finance,财务,Debt Management,债务管理,Finance > Debt Management,财务->债务管理
route4,3000150,toc,10035,Education,教育,Online Courses,在线课程,Education > Online Courses,教育->在线课程
route4,3000151,toc,10013,Food,美食,Grocery Shopping,食材购买,Food > Grocery Shopping,美食->食材购买
route4,3000152,toc,10060,Entertainment,娱乐,Short Video,短视频,Entertainment > Short Video,娱乐->短视频
route4,3000154,toc,10012,Food,美食,Food Delivery,外卖订餐,Food > Food Delivery,美食->外卖订餐
route4,3000155,toc,10035,Education,教育,Online Courses,在线课程,Education > Online Courses,教育->在线课程
route4,3000156,tob,20053,Environmental Services,环保行业,Data Analyst,数据分析师,Environmental Services > Data Analyst,环保行业->数据分析师
route4,3000157,tob,20029,Tourism,旅游行业,Tourism Marketing Specialist,旅游营销专员,Tourism > Tourism Marketing Specialist,旅游行业->旅游营销专员
route4,3000158,toc,10099,Smart Devices,智能设备,Device Interconnection,设备联动,Smart Devices > Device Interconnection,智能设备->设备联动
route4,3000160,tob,20116,Food Service,餐饮行业,Chef,厨师,Food Service > Chef,餐饮行业->厨师
route4,3000161,toc,10017,Travel,旅行,Travel Tools,旅行工具,Travel > Travel Tools,旅行->旅行工具
route4,3000162,tob,20020,Agriculture,农业行业,Agricultural Technician,农业技术员,Agriculture > Agricultural Technician,农业行业->农业技术员
route4,3000163,toc,10014,Food,美食,Restaurant Recommendations,餐厅推荐,Food > Restaurant Recommendations,美食->餐厅推荐
route4,3000164,toc,10014,Food,美食,Restaurant Recommendations,餐厅推荐,Food > Restaurant Recommendations,美食->餐厅推荐
route4,3000165,toc,10045,Productivity,效率,Automation,自动化,Productivity > Automation,效率->自动化
route4,3000166,toc,10093,Public Service,公共服务,Government Services,政务办事,Public Service > Government Services,公共服务->政务办事
route4,3000167,toc,10003,Social,社交,Social Networking,社交网络,Social > Social Networking,社交->社交网络
route4,3000168,tob,20108,Energy,能源行业,New Energy Specialist,新能源专员,Energy > New Energy Specialist,能源行业->新能源专员
route4,3000169,tob,20085,Human Resources,人力资源,HR Business Partner,HRBP,Human Resources > HR Business Partner,人力资源->HRBP
route4,3000170,tob,20085,Human Resources,人力资源,HR Business Partner,HRBP,Human Resources > HR Business Partner,人力资源->HRBP
route4,3000171,toc,10033,Health,健康,Diet Management,饮食管理,Health > Diet Management,健康->饮食管理
route4,3000172,tob,20010,IT & Internet,IT互联网,Software Engineer,软件工程师,IT & Internet > Software Engineer,IT互联网->软件工程师
route4,3000173,toc,10063,News,新闻,News Reading,资讯阅读,News > News Reading,新闻->资讯阅读
route4,3000174,toc,10063,News,新闻,News Reading,资讯阅读,News > News Reading,新闻->资讯阅读
route4,3000175,toc,10048,Business,商务,Contract Management,合同管理,Business > Contract Management,商务->合同管理
route4,3000177,tob,20029,Tourism,旅游行业,Tourism Marketing Specialist,旅游营销专员,Tourism > Tourism Marketing Specialist,旅游行业->旅游营销专员
route4,3000178,toc,10075,Navigation,导航,Navigation,出行导航,Navigation > Navigation,导航->出行导航
route4,3000179,toc,10025,Shopping,购物,Fresh Grocery E-commerce,生鲜电商,Shopping > Fresh Grocery E-commerce,购物->生鲜电商
route4,3000180,toc,10025,Shopping,购物,Fresh Grocery E-commerce,生鲜电商,Shopping > Fresh Grocery E-commerce,购物->生鲜电商
route4,3000181,toc,10042,Productivity,效率,Document Processing,文档处理,Productivity > Document Processing,效率->文档处理
route4,3000182,toc,10064,Books,图书,E-books,电子书,Books > E-books,图书->电子书
route4,3000183,toe,30027,Report Writing,报告撰写,Weekly/Monthly Report Writing,周报月报撰写,Report Writing > Weekly/Monthly Report Writing,报告撰写->周报月报撰写
route4,3000184,toe,30027,Report Writing,报告撰写,Weekly/Monthly Report Writing,周报月报撰写,Report Writing > Weekly/Monthly Report Writing,报告撰写->周报月报撰写
route4,3000185,tob,20125,Design,设计行业,Fashion Designer,服装设计师,Design > Fashion Designer,设计行业->服装设计师
route4,3000186,tob,20012,IT & Internet,IT互联网,Product Manager,产品经理,IT & Internet > Product Manager,IT互联网->产品经理
route4,3000187,tob,20131,Automotive,汽车行业,Automotive Design,汽车设计,Automotive > Automotive Design,汽车行业->汽车设计
route4,3000188,tob,20131,Automotive,汽车行业,Automotive Design,汽车设计,Automotive > Automotive Design,汽车行业->汽车设计
route4,3000189,toc,10045,Productivity,效率,Automation,自动化,Productivity > Automation,效率->自动化
route4,3000190,toc,10000,Social,社交,Instant Messaging,即时通讯,Social > Instant Messaging,社交->即时通讯
route4,3000191,tob,20162,Beauty Care,美容行业,Hairstylist,美发师,Beauty Care > Hairstylist,美容行业->美发师
route4,3000192,toc,10088,Medical,医疗,Medical Services,医疗服务,Medical > Medical Services,医疗->医疗服务
route4,3000194,toc,10068,Music,音乐,Music Playback,音乐播放,Music > Music Playback,音乐->音乐播放
route4,3000195,toc,10061,Entertainment,娱乐,Video Watching,视频观看,Entertainment > Video Watching,娱乐->视频观看
route4,3000196,toe,30057,Procurement & Reconciliation,采购与对账,Vendor Reconciliation,供应商对账,Procurement & Reconciliation > Vendor Reconciliation,采购与对账->供应商对账
route4,3000197,toe,30057,Procurement & Reconciliation,采购与对账,Vendor Reconciliation,供应商对账,Procurement & Reconciliation > Vendor Reconciliation,采购与对账->供应商对账
route4,3000198,toc,10033,Health,健康,Diet Management,饮食管理,Health > Diet Management,健康->饮食管理
route4,3000199,tob,20156,Research,科研行业,Researcher,研究员,Research > Researcher,科研行业->研究员
route4,3000200,toc,10008,Lifestyle,生活,Real Estate Services,房产服务,Lifestyle > Real Estate Services,生活->房产服务
route4,3000201,tob,20089,Marketing,市场营销,Digital Marketing,数字营销,Marketing > Digital Marketing,市场营销->数字营销
route4,3000202,toc,10034,Education,教育,K12 Education,K12教育,Education > K12 Education,教育->K12教育
route4,3000203,toc,10072,Navigation,导航,Location Services,位置服务,Navigation > Location Services,导航->位置服务
route4,3000204,toc,10023,Shopping,购物,Price Monitoring,价格监控,Shopping > Price Monitoring,购物->价格监控
route4,3000205,toc,10023,Shopping,购物,Price Monitoring,价格监控,Shopping > Price Monitoring,购物->价格监控
route4,3000206,toc,10083,Tools,工具,Network Speed Test,网速测试,Tools > Network Speed Test,工具->网速测试
route4,3000208,tob,20061,Manufacturing,制造业,Production Supervisor,生产主管,Manufacturing > Production Supervisor,制造业->生产主管
route4,3000209,tob,20036,Publishing,出版行业,Proofreader,校对员,Publishing > Proofreader,出版行业->校对员
route4,3000210,toc,10062,News,新闻,Financial News,财经新闻,News > Financial News,新闻->财经新闻
route4,3000211,toe,30049,Sales Support,销售支持,Sales Material Preparation,销售材料准备,Sales Support > Sales Material Preparation,销售支持->销售材料准备
route4,3000213,toc,10020,Travel,旅行,Itinerary Planning,行程规划,Travel > Itinerary Planning,旅行->行程规划
route4,3000214,toc,10021,Travel,旅行,Hotel Booking,酒店预订,Travel > Hotel Booking,旅行->酒店预订
route4,3000215,tob,20076,Legal Services,法律行业,Lawyer,律师,Legal Services > Lawyer,法律行业->律师
route4,3000216,tob,20043,Aviation,航空行业,Dispatcher,调度员,Aviation > Dispatcher,航空行业->调度员
route4,3000218,tob,20090,Marketing,市场营销,PR Specialist,公关专员,Marketing > PR Specialist,市场营销->公关专员
route4,3000219,tob,20128,Consulting,咨询行业,IT Consultant,IT顾问,Consulting > IT Consultant,咨询行业->IT顾问
route4,3000220,tob,20005,Healthcare,医疗健康,Clinical Physician,临床医生,Healthcare > Clinical Physician,医疗健康->临床医生
route4,3000221,toc,10004,Lifestyle,生活,Home Services,家政服务,Lifestyle > Home Services,生活->家政服务
